CNPJ do Administrador (Agente de Registro),CNPJ do,Prestador de Serviço é o Gestor do Fundo (S/N),CNPJ DA CARTEIRA,CNPJ do Pagador pelos Serviços da CERC,Trading Name, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,49.686.425/0001-95,49.686.425/0001-95,URANO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,49.776.300/0001-56,49.776.300/0001-56,OUTFIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,49.793.609/0001-54,49.793.609/0001-54,SOLUCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,49.815.200/0001-91,49.815.200/0001-91,MULTIPLICA SUPERBAC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,49.815.297/0001-32,49.815.297/0001-32,ORBE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,49.815.454/0001-00,49.815.454/0001-00,AMADEUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,49.815.732/0001-29,49.815.732/0001-29,FONTANA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,49.826.785/0001-45,49.826.785/0001-45,ASA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,49.888.327/0001-30,49.888.327/0001-30,FUGGER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,49.934.838/0001-41,49.934.838/0001-41,TMOV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,49.936.063/0001-43,49.936.063/0001-43,DALLAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,49.938.183/0001-80,49.938.183/0001-80,CRUCE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,49.971.985/0001-91,49.971.985/0001-91,ATTALANTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,50.013.376/0001-09,50.013.376/0001-09,GERAR CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,50.089.559/0001-08,50.089.559/0001-08,AGRICONNECTION FIAGRO - DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,50.200.709/0001-09,50.200.709/0001-09,MOOVPAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,50.327.909/0001-27,50.327.909/0001-27,AGD BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,50.355.218/0001-37,50.355.218/0001-37,SIGNAL SPECIAL OPPORTUNITIES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,50.355.218/0001-37,50.355.218/0001-37,SIGNAL SPECIAL OPPORTUNITIES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,50.434.429/0001-65,50.434.429/0001-65,ALVORADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,50.465.717/0001-87,50.465.717/0001-87,TORQI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,50.491.214/0001-86,50.491.214/0001-86,SP ADGM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,50.640.401/0001-84,50.640.401/0001-84,BELA VISTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,50.739.342/0001-04,50.739.342/0001-04,RIGEL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,50.835.592/0001-30,50.835.592/0001-30,CELETI IAAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,50.876.516/0001-72,50.876.516/0001-72,IAA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,50.941.133/0001-30,50.941.133/0001-30,THP CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,50.996.316/0001-53,50.996.316/0001-53,OCEANO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,51.006.446/0001-64,51.006.446/0001-64,BS2 ARB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,51.027.087/0001-21,51.027.087/0001-21,CPV KERBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,51.030.944/0001-42,51.030.944/0001-42,DIRETA CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,51.045.717/0001-90,51.045.717/0001-90,SOLAR BR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,51.137.439/0001-00,51.137.439/0001-00,FINANCIA GROUP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,51.137.658/0001-80,51.137.658/0001-80,INOVA & BENTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,51.137.980/0001-00,51.137.980/0001-00,SALTRI AGRO - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,51.143.058/0001-25,51.143.058/0001-25,AGAZZI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,51.143.232/0001-30,51.143.232/0001-30,GAD III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,51.144.449/0001-64,51.144.449/0001-64,LBA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,51.388.629/0001-91,51.388.629/0001-91,GRUPOSC - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,51.475.474/0001-20,51.475.474/0001-20,FIDARA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,51.497.417/0001-42,51.497.417/0001-42,FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,51.498.070/0001-52,51.498.070/0001-52,GHIA CRÉDITO CORPORATIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,51.517.938/0001-14,51.517.938/0001-14,FMFG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,51.555.510/0001-66,51.555.510/0001-66,BANCOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,51.556.244/0001-96,51.556.244/0001-96,HOMESIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,51.587.009/0001-81,51.587.009/0001-81,AJ86 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,51.646.633/0001-02,51.646.633/0001-02,APUAMA LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,51.660.048/0001-67,51.660.048/0001-67,APG FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,51.707.901/0001-59,51.707.901/0001-59,BAVIERA PURA ORIGEM FIAGRO - DIREITOS CREDITÓRIO, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,51.862.553/0001-94,51.862.553/0001-94,EVERBLUE I FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,51.864.349/0001-02,51.864.349/0001-02,CVPAR NPL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,51.919.474/0001-72,51.919.474/0001-72,ARMORCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,52.044.598/0001-14,52.044.598/0001-14,EMPRESAS DE TRANSPORTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS., ,,,
62.285.390/0001-40,62.285.390/0001-40,N,52.093.999/0001-64,52.093.999/0001-64,VALORIZA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,52.093.999/0001-64,52.093.999/0001-64,VALORIZA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,52.110.606/0001-83,52.110.606/0001-83,QUATÁ EXCLUSIVE FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,52.155.209/0001-28,52.155.209/0001-28,BMA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISSETORIAL, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,52.176.428/0001-93,52.176.428/0001-93,AIZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,52.258.922/0001-05,52.258.922/0001-05,BRAVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,52.259.540/0001-98,52.259.540/0001-98,SFT CI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,52.259.591/0001-10,52.259.591/0001-10,F18 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,52.259.737/0001-27,52.259.737/0001-27,ISIDORO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,52.298.532/0001-50,52.298.532/0001-50,LUMINAE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,52.304.780/0001-67,52.304.780/0001-67,STARS BANK I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LP, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,52.307.401/0001-92,52.307.401/0001-92,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES HAPVIDA, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,52.322.327/0001-83,52.322.327/0001-83,GOLDEN STONE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,52.337.595/0001-79,52.337.595/0001-79,PADTEC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,52.343.885/0001-25,52.343.885/0001-25,LCBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,52.351.675/0001-89,52.351.675/0001-89,ASA SPECIAL SITUATIONS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,52.355.820/0001-08,52.355.820/0001-08,GALAPAGOS BARTOLOMÉ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,52.356.145/0001-23,52.356.145/0001-23,PROVENCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,52.498.421/0001-98,52.498.421/0001-98,SOLAR PUGLIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,52.498.585/0001-15,52.498.585/0001-15,SALENTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,52.519.160/0001-45,52.519.160/0001-45,MEDTECH CPV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,52.714.676/0001-40,52.714.676/0001-40,PROUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,52.804.600/0001-06,52.804.600/0001-06,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRO OPEN GROWTH SILOS RESPONSABILIDADE LIMITADA, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,52.883.033/0001-20,52.883.033/0001-20,BES CARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,52.891.630/0001-05,52.891.630/0001-05,TOK&STOK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RECEBÍVEIS COMERCIAIS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,52.967.779/0001-12,52.967.779/0001-12,FRONTEIRA IMPACTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,52.994.887/0001-84,52.994.887/0001-84,ZIPPI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,53.032.513/0001-40,53.032.513/0001-40,COBUCCIO EMPRÉSTIMOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,53.042.591/0001-26,53.042.591/0001-26,SUPERAUTO BARU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCIAMENTO DE VEÍCULOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,53.164.551/0001-57,53.164.551/0001-57,PRIME PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,53.167.853/0001-89,53.167.853/0001-89,ASCURA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,53.210.273/0001-27,53.210.273/0001-27,HIGHWAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,53.214.328/0001-77,53.214.328/0001-77,SIRIUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,53.215.017/0001-22,53.215.017/0001-22,MULTITÉCNICA FIAGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,53.245.260/0001-93,53.245.260/0001-93,CP II FUNDO DE INVESTIMENTO DE DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,53.273.245/0001-59,53.273.245/0001-59,RECARGAPAY MILENIO VD II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,53.275.907/0001-20,53.275.907/0001-20,SFS INVESTMENTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,53.292.874/0001-26,53.292.874/0001-26,SKADI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,53.327.560/0001-11,53.327.560/0001-11,LEVANTE - MICROCRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,53.337.453/0001-74,53.337.453/0001-74,CM ESTADUAL II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,53.337.522/0001-40,53.337.522/0001-40,CM FEDERAL II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,53.390.769/0001-20,53.390.769/0001-20,CONFIANÇA CONDOMÍNIO GARANTIDO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,53.560.257/0001-64,53.560.257/0001-64,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCIAMENTO DE VEÍCULOS PESADOS - RESPONSABILIDADE L, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,53.560.992/0001-78,53.560.992/0001-78,NOOA FIAGRO - DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,53.643.695/0001-96,53.643.695/0001-96,CUIVRÉ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,53.808.123/0001-10,53.808.123/0001-10,PRECATÓRIOS SELECIONADOS 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,53.823.009/0001-69,53.823.009/0001-69,POLO SPECIAL SITUATIONS VII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADO - RESPON, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,53.864.681/0001-00,53.864.681/0001-00,PCS II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,53.877.402/0001-35,53.877.402/0001-35,SÓLIDO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, ,,,
62.285.390/0001-40,62.285.390/0001-40,N,53.879.825/0001-94,53.879.825/0001-94,FINPLACE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA FECHADA, ,,,
 , , , , , , ,,,
 , , , , , , ,,,
CNPJ,CPF do Supervisor ou Financeiro,Nome,Email,Celular,Telefone,Tipo de Acesso, ,Nota: Agente de Registro verá tudo dos Prestadores de Serviço e Detentores, 
 , , , , , , , , , 
 , , , , , , , , , 
CNPJ do Detentor/Carteira,Ativo, ,"Nota:selecionar os serviços ou preencher com 1 por linha da ""Lista de Serviços da CERC""", ,,,,,
07.084.253/0001-30,Duplicata de Serviço, , , ,,,,,
07.383.363/0001-00, , , , ,,,,,
08.093.745/0001-54, , , , ,,,,,
08.270.249/0001-29, , , , ,,,,,
08.611.414/0001-69, , , , ,,,,,
08.654.210/0001-05, , , , ,,,,,
08.678.936/0001-88, , , , ,,,,,
08.756.222/0001-40, , , , ,,,,,
08.930.397/0001-22, , , , ,,,,,
09.057.948/0001-58, , , , ,,,,,
09.104.359/0001-83, , , , ,,,,,
09.163.026/0001-25, , , , ,,,,,
09.239.216/0001-89, , , , ,,,,,
09.363.400/0001-36, , , , ,,,,,
09.410.142/0001-00, , , , ,,,,,
09.520.712/0001-06, , , , ,,,,,
10.145.630/0001-08, , , , ,,,,,
10.237.131/0001-40, , , , ,,,,,
10.338.491/0001-39, , , , ,,,,,
10.434.089/0001-58, , , , ,,,,,
10.545.253/0001-02, , , , ,,,,,
10.772.734/0001-42, , , , ,,,,,
10.774.307/0001-01, , , , ,,,,,
10.797.027/0001-00, , , , ,,,,,
10.810.396/0001-96, , , , ,,,,,
10.841.829/0001-70, , , , ,,,,,
10.841.847/0001-52, , , , ,,,,,
10.842.374/0001-08, , , , ,,,,,
10.996.108/0001-30, , , , ,,,,,
11.026.623/0001-50, , , , ,,,,,
11.122.821/0001-17, , , , ,,,,,
11.261.368/0001-20, , , , ,,,,,
11.370.045/0001-74, , , , ,,,,,
11.468.186/0001-24, , , , ,,,,,
11.507.489/0001-09, , , , ,,,,,
11.629.795/0001-18, , , , ,,,,,
12.093.804/0001-61, , , , ,,,,,
12.167.116/0001-07, , , , ,,,,,
12.182.585/0001-97, , , , ,,,,,
12.227.850/0001-06, , , , ,,,,,
12.400.421/0001-99, , , , ,,,,,
12.400.426/0001-11, , , , ,,,,,
12.428.086/0001-37, , , , ,,,,,
12.712.606/0001-39, , , , ,,,,,
12.764.295/0001-51, , , , ,,,,,
12.813.212/0001-77, , , , ,,,,,
12.910.431/0001-74, , , , ,,,,,
12.910.463/0001-70, , , , ,,,,,
12.956.543/0001-66, , , , ,,,,,
13.098.860/0001-51, , , , ,,,,,
13.348.521/0001-86, , , , ,,,,,
13.387.221/0001-06, , , , ,,,,,
13.416.131/0001-04, , , , ,,,,,
13.425.492/0001-09, , , , ,,,,,
13.633.964/0001-19, , , , ,,,,,
13.767.420/0001-40, , , , ,,,,,
13.776.087/0001-35, , , , ,,,,,
13.805.152/0001-03, , , , ,,,,,
13.807.406/0001-22, , , , ,,,,,
13.842.701/0001-10, , , , ,,,,,
13.974.813/0001-24, , , , ,,,,,
14.038.410/0001-36, , , , ,,,,,
14.042.458/0001-18, , , , ,,,,,
14.051.028/0001-62, , , , ,,,,,
14.180.196/0001-58, , , , ,,,,,
14.364.744/0001-08, , , , ,,,,,
14.481.752/0001-26, , , , ,,,,,
14.718.674/0001-30, , , , ,,,,,
14.770.038/0001-58, , , , ,,,,,
15.653.649/0001-89, , , , ,,,,,
15.675.220/0001-92, , , , ,,,,,
17.213.074/0001-09, , , , ,,,,,
17.468.142/0001-80, , , , ,,,,,
17.498.285/0001-35, , , , ,,,,,
17.498.356/0001-08, , , , ,,,,,
18.152.158/0001-42, , , , ,,,,,
18.185.812/0001-14, , , , ,,,,,
18.387.112/0001-02, , , , ,,,,,
18.392.964/0001-98, , , , ,,,,,
18.563.847/0001-40, , , , ,,,,,
18.593.058/0001-51, , , , ,,,,,
18.675.887/0001-83, , , , ,,,,,
18.677.046/0001-05, , , , ,,,,,
18.911.897/0001-70, , , , ,,,,,
19.153.705/0001-77, , , , ,,,,,
19.187.286/0001-94, , , , ,,,,,
19.187.295/0001-85, , , , ,,,,,
19.388.423/0001-59, , , , ,,,,,
19.390.746/0001-87, , , , ,,,,,
19.425.573/0001-95, , , , ,,,,,
19.425.700/0001-56, , , , ,,,,,
19.599.487/0001-07, , , , ,,,,,
19.932.422/0001-23, , , , ,,,,,
20.093.858/0001-55, , , , ,,,,,
20.460.014/0001-03, , , , ,,,,,
20.486.217/0001-60, , , , ,,,,,
20.636.504/0001-00, , , , ,,,,,
20.717.010/0001-50, , , , ,,,,,
20.717.010/0001-50, , , , ,,,,,
20.791.371/0001-46, , , , ,,,,,
20.791.458/0001-13, , , , ,,,,,
20.820.603/0001-47, , , , ,,,,,
20.826.761/0001-04, , , , ,,,,,
20.861.236/0001-20, , , , ,,,,,
20.905.778/0001-57, , , , ,,,,,
20.905.862/0001-70, , , , ,,,,,
20.906.292/0001-33, , , , ,,,,,
20.953.316/0001-05, , , , ,,,,,
21.053.703/0001-58, , , , ,,,,,
21.053.720/0001-95, , , , ,,,,,
21.081.879/0001-13, , , , ,,,,,
21.081.976/0001-06, , , , ,,,,,
21.093.180/0001-73, , , , ,,,,,
21.254.441/0001-90, , , , ,,,,,
21.254.455/0001-03, , , , ,,,,,
21.397.569/0001-02, , , , ,,,,,
21.397.715/0001-08, , , , ,,,,,
21.397.762/0001-43, , , , ,,,,,
21.397.791/0001-05, , , , ,,,,,
21.605.486/0001-61, , , , ,,,,,
22.003.571/0001-12, , , , ,,,,,
22.175.369/0001-78, , , , ,,,,,
22.175.405/0001-01, , , , ,,,,,
22.358.482/0001-99, , , , ,,,,,
22.406.927/0001-69, , , , ,,,,,
22.753.713/0001-69, , , , ,,,,,
22.881.521/0001-38, , , , ,,,,,
22.945.783/0001-19, , , , ,,,,,
23.006.061/0001-61, , , , ,,,,,
23.104.455/0001-52, , , , ,,,,,
23.104.485/0001-69, , , , ,,,,,
23.200.289/0001-98, , , , ,,,,,
23.216.398/0001-01, , , , ,,,,,
23.216.640/0001-39, , , , ,,,,,
23.246.620/0001-00, , , , ,,,,,
23.273.905/0001-30, , , , ,,,,,
23.274.015/0001-43, , , , ,,,,,
23.426.441/0001-55, , , , ,,,,,
23.520.837/0001-67, , , , ,,,,,
23.521.077/0001-02, , , , ,,,,,
23.750.225/0001-60, , , , ,,,,,
23.798.073/0001-76, , , , ,,,,,
23.798.103/0001-44, , , , ,,,,,
23.884.799/0001-21, , , , ,,,,,
23.954.863/0001-01, , , , ,,,,,
23.956.882/0001-69, , , , ,,,,,
23.956.961/0001-70, , , , ,,,,,
23.956.975/0001-93, , , , ,,,,,
23.957.002/0001-79, , , , ,,,,,
23.957.002/0001-79, , , , ,,,,,
23.957.002/0001-79, , , , ,,,,,
23.957.002/0001-79, , , , ,,,,,
24.220.859/0001-74, , , , ,,,,,
24.237.625/0001-30, , , , ,,,,,
24.290.695/0001-51, , , , ,,,,,
24.426.716/0001-13, , , , ,,,,,
24.445.329/0001-24, , , , ,,,,,
24.504.464/0001-01, , , , ,,,,,
24.506.071/0001-29, , , , ,,,,,
